epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
86,9035.28,0.99726,1.44147,0.88954,0.00268,1.1102,0.65818,0.64026,0.67531,0.48041,0.66689,0.62832,0.6683,0.43948,1.04939,1.92733,1.14066,0.00411,0,0.000198125,0.000198125,0.000198125
87,9133.49,0.99393,1.43009,0.89797,0.00277,1.08233,0.70154,0.62614,0.66919,0.47667,0.70047,0.62328,0.66546,0.43542,1.04545,1.93514,1.13513,0.00408,0,0.00018575,0.00018575,0.00018575
88,9236.45,1.00444,1.44301,0.92238,0.00278,1.14433,0.70285,0.61206,0.66344,0.47569,0.68986,0.61385,0.65789,0.42901,1.06014,1.94014,1.17591,0.00414,0,0.000173375,0.000173375,0.000173375
89,9338.73,0.99131,1.4221,0.89725,0.00273,1.07651,0.59546,0.65508,0.65629,0.47473,0.59538,0.65331,0.65215,0.42514,1.03657,1.92885,1.12788,0.00408,0,0.000161,0.000161,0.000161
90,9440.64,0.98144,1.4126,0.86929,0.00271,1.02372,0.68761,0.60209,0.64314,0.46209,0.69676,0.59722,0.64497,0.42118,1.04727,1.90951,1.15805,0.00409,0,0.000148625,0.000148625,0.000148625
91,9544.23,0.97965,1.47261,0.89057,0.00323,0.89916,0.61265,0.62635,0.6386,0.46035,0.60528,0.62038,0.63256,0.41609,1.03141,1.92547,1.19653,0.00402,0,0.00013625,0.00013625,0.00013625
92,9636.58,0.9675,1.4698,0.86765,0.0031,0.88633,0.64694,0.65317,0.65069,0.47048,0.64198,0.64497,0.64496,0.42278,1.03802,1.92417,1.15801,0.00402,0,0.000123875,0.000123875,0.000123875
93,9727.33,0.94983,1.42258,0.84599,0.00302,0.82999,0.65175,0.63997,0.65159,0.47173,0.64443,0.63601,0.64211,0.42633,1.06311,1.95937,1.15374,0.0041,0,0.0001115,0.0001115,0.0001115
94,9822.91,0.95195,1.41066,0.83042,0.00301,0.83037,0.65203,0.64845,0.65226,0.4706,0.64939,0.64712,0.65126,0.4263,1.06501,1.94359,1.14538,0.00414,0,9.9125e-05,9.9125e-05,9.9125e-05
95,9918.77,0.93087,1.4017,0.81018,0.00306,0.79786,0.63392,0.65162,0.65293,0.46977,0.63515,0.64704,0.64567,0.4267,1.06,1.93272,1.13863,0.00413,0,8.675e-05,8.675e-05,8.675e-05
96,10014.6,0.93718,1.39842,0.8122,0.00298,0.81433,0.65495,0.63756,0.66633,0.4783,0.67669,0.62571,0.65945,0.43566,1.05308,1.95957,1.14381,0.00409,0,7.4375e-05,7.4375e-05,7.4375e-05
97,10106.7,0.93528,1.37481,0.81998,0.00298,0.83269,0.62714,0.67332,0.67089,0.48506,0.6493,0.64283,0.66514,0.44057,1.04997,1.95786,1.13435,0.00407,0,6.2e-05,6.2e-05,6.2e-05
98,10200,0.91539,1.35167,0.78435,0.00296,0.81717,0.63029,0.66169,0.66835,0.481,0.62649,0.64552,0.66183,0.43511,1.05848,1.95852,1.14436,0.00411,0,4.9625e-05,4.9625e-05,4.9625e-05
99,10295.4,0.89915,1.36353,0.7952,0.00291,0.80625,0.61779,0.66759,0.67279,0.48159,0.65903,0.62195,0.66438,0.43429,1.05721,1.96186,1.13983,0.00409,0,3.725e-05,3.725e-05,3.725e-05
100,10389.1,0.91708,1.3922,0.80204,0.00302,0.79133,0.67219,0.62958,0.67497,0.48448,0.67943,0.61827,0.66688,0.43932,1.05424,1.96377,1.13618,0.00409,0,2.4875e-05,2.4875e-05,2.4875e-05
